salt type,salinity (mol/kg),temperature(K),pressure (MPa),X (mol/kg),log (P),log(T)
0,0,298,0.0980665,0.033,-1.008479324,2.474216264
0,0,298,2.0005566,0.605,0.301150843,2.474216264
0,0,298,4.0011132,1.049,0.602180839,2.474216264
0,0,298,6.0016698,1.349,0.778272098,2.474216264
0,0,298,8.0022264,1.395,0.903210834,2.474216264
0,0,298,10.002783,1.426,1.000120847,2.474216264
0,0,298,13.34685065,1.476,1.125378801,2.474216264
0,0,298,15.34740725,1.504,1.186035017,2.474216264
0,0,298,16.68111165,1.522,1.222224989,2.474216264
0,0,298,18.68166825,1.549,1.271415656,2.474216264
0,0,333,0.0980665,0.0137,-1.008479324,2.522444234
0,0,333,2.0005566,0.3149,0.301150843,2.522444234
0,0,333,4.0011132,0.572,0.602180839,2.522444234
0,0,333,6.0016698,0.7754,0.778272098,2.522444234
0,0,333,8.0022264,0.929,0.903210834,2.522444234
0,0,333,10.002783,1.04,1.000120847,2.522444234
0,0,333,13.34685065,1.144,1.125378801,2.522444234
0,0,333,15.34740725,1.174,1.186035017,2.522444234
0,0,333,16.68111165,1.193,1.222224989,2.522444234
0,0,333,18.68166825,1.221,1.271415656,2.522444234
0,0,353,0.0980665,0.007,-1.008479324,2.547774705
0,0,353,2.0005566,0.245,0.301150843,2.547774705
0,0,353,4.0011132,0.455,0.602180839,2.547774705
0,0,353,6.0016698,0.6302,0.778272098,2.547774705
0,0,353,8.0022264,0.7718,0.903210834,2.547774705
0,0,353,10.002783,0.8841,1.000120847,2.547774705
0,0,353,13.34685065,1.007,1.125378801,2.547774705
0,0,353,15.34740725,1.064,1.186035017,2.547774705
0,0,353,16.68111165,1.097,1.222224989,2.547774705
0,0,353,18.68166825,1.14,1.271415656,2.547774705
0,0,373,0.0980665,0,-1.008479324,2.571708832
0,0,373,2.0005566,0.2027,0.301150843,2.571708832
0,0,373,4.0011132,0.3873,0.602180839,2.571708832
0,0,373,6.0016698,0.545,0.778272098,2.571708832
0,0,373,8.0022264,0.679,0.903210834,2.571708832
0,0,373,10.002783,0.7917,1.000120847,2.571708832
0,0,373,13.34685065,0.9378,1.125378801,2.571708832
0,0,373,15.34740725,1.004,1.186035017,2.571708832
0,0,373,16.68111165,1.037,1.222224989,2.571708832
0,0,373,18.68166825,1.089,1.271415656,2.571708832
NaCl,0.017111567,298,0.0980665,0.0325,-1.008479324,2.474216264
NaCl,0.017111567,298,2.0005566,0.592,0.301150843,2.474216264
NaCl,0.017111567,298,4.0011132,1.045,0.602180839,2.474216264
NaCl,0.017111567,298,6.0016698,1.344,0.778272098,2.474216264
NaCl,0.017111567,298,8.0022264,1.389,0.903210834,2.474216264
NaCl,0.017111567,298,10.002783,1.421,1.000120847,2.474216264
NaCl,0.017111567,298,13.34685065,1.47,1.125378801,2.474216264
NaCl,0.017111567,298,15.34740725,1.498,1.186035017,2.474216264
NaCl,0.017111567,298,16.68111165,1.524,1.222224989,2.474216264
NaCl,0.017111567,298,18.68166825,1.543,1.271415656,2.474216264
NaCl,0.171115674,298,0.0980665,0.031,-1.008479324,2.474216264
NaCl,0.171115674,298,2.0005566,0.597,0.301150843,2.474216264
NaCl,0.171115674,298,4.0011132,1.013,0.602180839,2.474216264
NaCl,0.171115674,298,6.0016698,1.296,0.778272098,2.474216264
NaCl,0.171115674,298,8.0022264,1.341,0.903210834,2.474216264
NaCl,0.171115674,298,10.002783,1.372,1.000120847,2.474216264
NaCl,0.171115674,298,13.34685065,1.42,1.125378801,2.474216264
NaCl,0.171115674,298,15.34740725,1.446,1.186035017,2.474216264
NaCl,0.171115674,298,16.68111165,1.464,1.222224989,2.474216264
NaCl,0.171115674,298,18.68166825,1.489,1.271415656,2.474216264
NaCl,0.256673511,298,0.0980665,0.031,-1.008479324,2.474216264
NaCl,0.256673511,298,2.0005566,0.586,0.301150843,2.474216264
NaCl,0.256673511,298,4.0011132,0.994,0.602180839,2.474216264
NaCl,0.256673511,298,6.0016698,1.274,0.778272098,2.474216264
NaCl,0.256673511,298,8.0022264,1.316,0.903210834,2.474216264
NaCl,0.256673511,298,10.002783,1.346,1.000120847,2.474216264
NaCl,0.256673511,298,13.34685065,1.393,1.125378801,2.474216264
NaCl,0.256673511,298,15.34740725,1.419,1.186035017,2.474216264
NaCl,0.256673511,298,16.68111165,1.441,1.222224989,2.474216264
NaCl,0.256673511,298,18.68166825,1.462,1.271415656,2.474216264
NaCl,0.256673511,298,19.6133,1.474,1.292550671,2.474216264
NaCl,0.017111567,333,0.0980665,0.014,-1.008479324,2.522444234
NaCl,0.017111567,333,2.0005566,0.308,0.301150843,2.522444234
NaCl,0.017111567,333,4.0011132,0.561,0.602180839,2.522444234
NaCl,0.017111567,333,6.0016698,0.772,0.778272098,2.522444234
NaCl,0.017111567,333,8.0022264,0.924,0.903210834,2.522444234
NaCl,0.017111567,333,10.002783,1.037,1.000120847,2.522444234
NaCl,0.017111567,333,13.34685065,1.14,1.125378801,2.522444234
NaCl,0.017111567,333,15.34740725,1.169,1.186035017,2.522444234
NaCl,0.017111567,333,16.68111165,1.189,1.222224989,2.522444234
NaCl,0.017111567,333,18.68166825,1.216,1.271415656,2.522444234
NaCl,0.171115674,333,0.0980665,0.013,-1.008479324,2.522444234
NaCl,0.171115674,333,2.0005566,0.304,0.301150843,2.522444234
NaCl,0.171115674,333,4.0011132,0.549,0.602180839,2.522444234
NaCl,0.171115674,333,6.0016698,0.751,0.778272098,2.522444234
NaCl,0.171115674,333,8.0022264,0.896,0.903210834,2.522444234
NaCl,0.171115674,333,10.002783,1.004,1.000120847,2.522444234
NaCl,0.171115674,333,13.34685065,1.104,1.125378801,2.522444234
NaCl,0.171115674,333,15.34740725,1.133,1.186035017,2.522444234
NaCl,0.171115674,333,16.68111165,1.151,1.222224989,2.522444234
NaCl,0.256673511,333,0.0980665,0.013,-1.008479324,2.522444234
NaCl,0.256673511,333,2.0005566,0.307,0.301150843,2.522444234
NaCl,0.256673511,333,4.0011132,0.543,0.602180839,2.522444234
NaCl,0.256673511,333,6.0016698,0.749,0.778272098,2.522444234
NaCl,0.256673511,333,8.0022264,0.883,0.903210834,2.522444234
NaCl,0.256673511,333,10.002783,0.989,1.000120847,2.522444234
NaCl,0.256673511,333,13.34685065,1.086,1.125378801,2.522444234
NaCl,0.256673511,333,15.34740725,1.113,1.186035017,2.522444234
NaCl,0.256673511,333,16.68111165,1.132,1.222224989,2.522444234
NaCl,0.256673511,333,18.68166825,1.157,1.271415656,2.522444234
NaCl,0.256673511,333,19.6133,1.17,1.292550671,2.522444234
NaCl,0.017111567,353,0.0980665,0.007,-1.008479324,2.547774705
NaCl,0.017111567,353,2.0005566,0.244,0.301150843,2.547774705
NaCl,0.017111567,353,4.0011132,0.452,0.602180839,2.547774705
NaCl,0.017111567,353,6.0016698,0.629,0.778272098,2.547774705
NaCl,0.017111567,353,8.0022264,0.767,0.903210834,2.547774705
NaCl,0.017111567,353,10.002783,0.877,1.000120847,2.547774705
NaCl,0.017111567,353,13.34685065,1.005,1.125378801,2.547774705
NaCl,0.017111567,353,15.34740725,1.06,1.186035017,2.547774705
NaCl,0.017111567,353,16.68111165,1.094,1.222224989,2.547774705
NaCl,0.017111567,353,18.68166825,1.136,1.271415656,2.547774705
NaCl,0.171115674,353,0.0980665,0.008,-1.008479324,2.547774705
NaCl,0.171115674,353,2.0005566,0.233,0.301150843,2.547774705
NaCl,0.171115674,353,4.0011132,0.434,0.602180839,2.547774705
NaCl,0.171115674,353,6.0016698,0.608,0.778272098,2.547774705
NaCl,0.171115674,353,8.0022264,0.841,0.903210834,2.547774705
NaCl,0.171115674,353,10.002783,0.849,1.000120847,2.547774705
NaCl,0.171115674,353,13.34685065,0.973,1.125378801,2.547774705
NaCl,0.171115674,353,15.34740725,1.026,1.186035017,2.547774705
NaCl,0.171115674,353,16.68111165,1.059,1.222224989,2.547774705
NaCl,0.171115674,353,18.68166825,1.099,1.271415656,2.547774705
NaCl,0.256673511,353,0.0980665,0.006,-1.008479324,2.547774705
NaCl,0.256673511,353,2.0005566,0.239,0.301150843,2.547774705
NaCl,0.256673511,353,4.0011132,0.433,0.602180839,2.547774705
NaCl,0.256673511,353,6.0016698,0.607,0.778272098,2.547774705
NaCl,0.256673511,353,8.0022264,0.734,0.903210834,2.547774705
NaCl,0.256673511,353,10.002783,0.835,1.000120847,2.547774705
NaCl,0.256673511,353,13.34685065,0.958,1.125378801,2.547774705
NaCl,0.256673511,353,15.34740725,1.011,1.186035017,2.547774705
NaCl,0.256673511,353,16.68111165,1.041,1.222224989,2.547774705
NaCl,0.256673511,353,18.68166825,1.0821,1.271415656,2.547774705
NaCl,0.256673511,353,19.6133,1.098,1.292550671,2.547774705
NaCl,0.017111567,373,0.0980665,0,-1.008479324,2.571708832
NaCl,0.017111567,373,2.0005566,0.198,0.301150843,2.571708832
NaCl,0.017111567,373,4.0011132,0.385,0.602180839,2.571708832
NaCl,0.017111567,373,6.0016698,0.547,0.778272098,2.571708832
NaCl,0.017111567,373,8.0022264,0.679,0.903210834,2.571708832
NaCl,0.017111567,373,10.002783,0.788,1.000120847,2.571708832
NaCl,0.017111567,373,13.34685065,0.934,1.125378801,2.571708832
NaCl,0.017111567,373,15.34740725,0.999,1.186035017,2.571708832
NaCl,0.017111567,373,16.68111165,1.03,1.222224989,2.571708832
NaCl,0.017111567,373,18.68166825,1.084,1.271415656,2.571708832
NaCl,0.171115674,373,0.0980665,0,-1.008479324,2.571708832
NaCl,0.171115674,373,2.0005566,0.202,0.301150843,2.571708832
NaCl,0.171115674,373,4.0011132,0.369,0.602180839,2.571708832
NaCl,0.171115674,373,6.0016698,0.526,0.778272098,2.571708832
NaCl,0.171115674,373,8.0022264,0.653,0.903210834,2.571708832
NaCl,0.171115674,373,10.002783,0.76,1.000120847,2.571708832
NaCl,0.171115674,373,13.34685065,0.905,1.125378801,2.571708832
NaCl,0.171115674,373,15.34740725,0.968,1.186035017,2.571708832
NaCl,0.171115674,373,16.68111165,1.001,1.222224989,2.571708832
NaCl,0.171115674,373,18.68166825,1.05,1.271415656,2.571708832
NaCl,0.256673511,373,0.0980665,0,-1.008479324,2.571708832
NaCl,0.256673511,373,2.0005566,0.198,0.301150843,2.571708832
NaCl,0.256673511,373,4.0011132,0.37,0.602180839,2.571708832
NaCl,0.256673511,373,6.0016698,0.517,0.778272098,2.571708832
NaCl,0.256673511,373,8.0022264,0.642,0.903210834,2.571708832
NaCl,0.256673511,373,10.002783,0.751,1.000120847,2.571708832
NaCl,0.256673511,373,13.34685065,0.9,1.125378801,2.571708832
NaCl,0.256673511,373,15.34740725,0.9513,1.186035017,2.571708832
NaCl,0.256673511,373,16.68111165,0.9835,1.222224989,2.571708832
NaCl,0.256673511,373,18.68166825,1.031,1.271415656,2.571708832
NaCl,0.256673511,373,19.6133,1.05,1.292550671,2.571708832
MgCl2,0.010502988,298,0.0980665,0.033,-1.008479324,2.474216264
MgCl2,0.010502988,298,2.0005566,0.596,0.301150843,2.474216264
MgCl2,0.010502988,298,4.0011132,1.29,0.602180839,2.474216264
MgCl2,0.010502988,298,6.0016698,1.346,0.778272098,2.474216264
MgCl2,0.010502988,298,8.0022264,1.389,0.903210834,2.474216264
MgCl2,0.010502988,298,10.002783,1.423,1.000120847,2.474216264
MgCl2,0.010502988,298,13.34685065,1.473,1.125378801,2.474216264
MgCl2,0.010502988,298,15.34740725,1.501,1.186035017,2.474216264
MgCl2,0.010502988,298,16.68111165,1.521,1.222224989,2.474216264
MgCl2,0.010502988,298,18.68166825,1.545,1.271415656,2.474216264
MgCl2,0.105029881,298,0.0980665,0.032,-1.008479324,2.474216264
MgCl2,0.105029881,298,2.0005566,0.588,0.301150843,2.474216264
MgCl2,0.105029881,298,4.0011132,1.026,0.602180839,2.474216264
MgCl2,0.105029881,298,6.0016698,1.315,0.778272098,2.474216264
MgCl2,0.105029881,298,8.0022264,1.351,0.903210834,2.474216264
MgCl2,0.105029881,298,10.002783,1.397,1.000120847,2.474216264
MgCl2,0.105029881,298,13.34685065,1.425,1.125378801,2.474216264
MgCl2,0.105029881,298,15.34740725,1.471,1.186035017,2.474216264
MgCl2,0.105029881,298,16.68111165,1.498,1.222224989,2.474216264
MgCl2,0.105029881,298,18.68166825,1.5143,1.271415656,2.474216264
MgCl2,0.157544822,298,0.0980665,0.032,-1.008479324,2.474216264
MgCl2,0.157544822,298,2.0005566,0.579,0.301150843,2.474216264
MgCl2,0.157544822,298,4.0011132,1.013,0.602180839,2.474216264
MgCl2,0.157544822,298,6.0016698,1.305,0.778272098,2.474216264
MgCl2,0.157544822,298,8.0022264,1.345,0.903210834,2.474216264
MgCl2,0.157544822,298,10.002783,1.387,1.000120847,2.474216264
MgCl2,0.157544822,298,13.34685065,1.411,1.125378801,2.474216264
MgCl2,0.157544822,298,15.34740725,1.454,1.186035017,2.474216264
MgCl2,0.157544822,298,16.68111165,1.495,1.222224989,2.474216264
MgCl2,0.157544822,298,18.68166825,1.497,1.271415656,2.474216264
MgCl2,0.010502988,333,0.0980665,0.014,-1.008479324,2.522444234
MgCl2,0.010502988,333,2.0005566,0.314,0.301150843,2.522444234
MgCl2,0.010502988,333,4.0011132,0.511,0.602180839,2.522444234
MgCl2,0.010502988,333,6.0016698,0.773,0.778272098,2.522444234
MgCl2,0.010502988,333,8.0022264,1.008,0.903210834,2.522444234
MgCl2,0.010502988,333,10.002783,1.038,1.000120847,2.522444234
MgCl2,0.010502988,333,13.34685065,1.13,1.125378801,2.522444234
MgCl2,0.010502988,333,15.34740725,1.17,1.186035017,2.522444234
MgCl2,0.010502988,333,16.68111165,1.19,1.222224989,2.522444234
MgCl2,0.010502988,333,18.68166825,1.217,1.271415656,2.522444234
MgCl2,0.105029881,333,0.0980665,0.013,-1.008479324,2.522444234
MgCl2,0.105029881,333,2.0005566,0.308,0.301150843,2.522444234
MgCl2,0.105029881,333,4.0011132,0.561,0.602180839,2.522444234
MgCl2,0.105029881,333,6.0016698,0.755,0.778272098,2.522444234
MgCl2,0.105029881,333,8.0022264,0.91,0.903210834,2.522444234
MgCl2,0.105029881,333,10.002783,1.112,1.000120847,2.522444234
MgCl2,0.105029881,333,13.34685065,1.34,1.125378801,2.522444234
MgCl2,0.105029881,333,15.34740725,1.149,1.186035017,2.522444234
MgCl2,0.105029881,333,16.68111165,1.161,1.222224989,2.522444234
MgCl2,0.105029881,333,18.68166825,1.184,1.271415656,2.522444234
MgCl2,0.157544822,333,0.0980665,0.013,-1.008479324,2.522444234
MgCl2,0.157544822,333,2.0005566,0.3054,0.301150843,2.522444234
MgCl2,0.157544822,333,4.0011132,0.555,0.602180839,2.522444234
MgCl2,0.157544822,333,6.0016698,0.748,0.778272098,2.522444234
MgCl2,0.157544822,333,8.0022264,0.902,0.903210834,2.522444234
MgCl2,0.157544822,333,10.002783,0.101,1.000120847,2.522444234
MgCl2,0.157544822,333,13.34685065,1.109,1.125378801,2.522444234
MgCl2,0.157544822,333,15.34740725,1.147,1.186035017,2.522444234
MgCl2,0.157544822,333,16.68111165,1.156,1.222224989,2.522444234
MgCl2,0.157544822,333,18.68166825,1.182,1.271415656,2.522444234
MgCl2,0.010502988,353,0.0980665,0.007,-1.008479324,2.547774705
MgCl2,0.010502988,353,2.0005566,0.24,0.301150843,2.547774705
MgCl2,0.010502988,353,4.0011132,0.455,0.602180839,2.547774705
MgCl2,0.010502988,353,6.0016698,0.591,0.778272098,2.547774705
MgCl2,0.010502988,353,8.0022264,0.77,0.903210834,2.547774705
MgCl2,0.010502988,353,10.002783,0.882,1.000120847,2.547774705
MgCl2,0.010502988,353,13.34685065,1.007,1.125378801,2.547774705
MgCl2,0.010502988,353,15.34740725,1.062,1.186035017,2.547774705
MgCl2,0.010502988,353,16.68111165,1.095,1.222224989,2.547774705
MgCl2,0.010502988,353,18.68166825,1.137,1.271415656,2.547774705
MgCl2,0.105029881,353,0.0980665,0.008,-1.008479324,2.547774705
MgCl2,0.105029881,353,2.0005566,0.171,0.301150843,2.547774705
MgCl2,0.105029881,353,4.0011132,0.447,0.602180839,2.547774705
MgCl2,0.105029881,353,6.0016698,0.625,0.778272098,2.547774705
MgCl2,0.105029881,353,8.0022264,0.756,0.903210834,2.547774705
MgCl2,0.105029881,353,10.002783,0.871,1.000120847,2.547774705
MgCl2,0.105029881,353,13.34685065,0.987,1.125378801,2.547774705
MgCl2,0.105029881,353,15.34740725,1.028,1.186035017,2.547774705
MgCl2,0.105029881,353,16.68111165,1.074,1.222224989,2.547774705
MgCl2,0.105029881,353,18.68166825,1.116,1.271415656,2.547774705
MgCl2,0.157544822,353,0.0980665,0.007,-1.008479324,2.547774705
MgCl2,0.157544822,353,2.0005566,0.168,0.301150843,2.547774705
MgCl2,0.157544822,353,4.0011132,0.444,0.602180839,2.547774705
MgCl2,0.157544822,353,6.0016698,0.611,0.778272098,2.547774705
MgCl2,0.157544822,353,8.0022264,0.753,0.903210834,2.547774705
MgCl2,0.157544822,353,10.002783,0.868,1.000120847,2.547774705
MgCl2,0.157544822,353,13.34685065,0.977,1.125378801,2.547774705
MgCl2,0.157544822,353,15.34740725,1.0115,1.186035017,2.547774705
MgCl2,0.157544822,353,16.68111165,1.065,1.222224989,2.547774705
MgCl2,0.157544822,353,18.68166825,1.113,1.271415656,2.547774705
MgCl2,0.010502988,373,0.0980665,0,-1.008479324,2.571708832
MgCl2,0.010502988,373,2.0005566,0.202,0.301150843,2.571708832
MgCl2,0.010502988,373,4.0011132,0.386,0.602180839,2.571708832
MgCl2,0.010502988,373,6.0016698,0.544,0.778272098,2.571708832
MgCl2,0.010502988,373,8.0022264,0.491,0.903210834,2.571708832
MgCl2,0.010502988,373,10.002783,0.79,1.000120847,2.571708832
MgCl2,0.010502988,373,13.34685065,0.935,1.125378801,2.571708832
MgCl2,0.010502988,373,15.34740725,1.001,1.186035017,2.571708832
MgCl2,0.010502988,373,16.68111165,1.034,1.222224989,2.571708832
MgCl2,0.010502988,373,18.68166825,1.086,1.271415656,2.571708832
MgCl2,0.105029881,373,0.0980665,0,-1.008479324,2.571708832
MgCl2,0.105029881,373,2.0005566,0.202,0.301150843,2.571708832
MgCl2,0.105029881,373,4.0011132,0.369,0.602180839,2.571708832
MgCl2,0.105029881,373,6.0016698,0.535,0.778272098,2.571708832
MgCl2,0.105029881,373,8.0022264,0.653,0.903210834,2.571708832
MgCl2,0.105029881,373,10.002783,0.776,1.000120847,2.571708832
MgCl2,0.105029881,373,13.34685065,0.905,1.125378801,2.571708832
MgCl2,0.105029881,373,15.34740725,0.986,1.186035017,2.571708832
MgCl2,0.105029881,373,16.68111165,1.016,1.222224989,2.571708832
MgCl2,0.105029881,373,18.68166825,1.066,1.271415656,2.571708832
MgCl2,0.157544822,373,0.0980665,0,-1.008479324,2.571708832
MgCl2,0.157544822,373,2.0005566,0.197,0.301150843,2.571708832
MgCl2,0.157544822,373,4.0011132,0.433,0.602180839,2.571708832
MgCl2,0.157544822,373,6.0016698,0.511,0.778272098,2.571708832
MgCl2,0.157544822,373,8.0022264,0.66,0.903210834,2.571708832
MgCl2,0.157544822,373,10.002783,0.778,1.000120847,2.571708832
MgCl2,0.157544822,373,13.34685065,0.909,1.125378801,2.571708832
MgCl2,0.157544822,373,15.34740725,0.973,1.186035017,2.571708832
MgCl2,0.157544822,373,16.68111165,1.005,1.222224989,2.571708832
MgCl2,0.157544822,373,18.68166825,1.055,1.271415656,2.571708832
CaCl2,0.009010633,298,0.0980665,0.032,-1.008479324,2.474216264
CaCl2,0.009010633,298,2.0005566,0.603,0.301150843,2.474216264
CaCl2,0.009010633,298,4.0011132,1.30935,0.602180839,2.474216264
CaCl2,0.009010633,298,6.0016698,1.346,0.778272098,2.474216264
CaCl2,0.009010633,298,8.0022264,1.389,0.903210834,2.474216264
CaCl2,0.009010633,298,10.002783,1.423,1.000120847,2.474216264
CaCl2,0.009010633,298,13.34685065,1.475,1.125378801,2.474216264
CaCl2,0.009010633,298,15.34740725,1.505,1.186035017,2.474216264
CaCl2,0.009010633,298,16.68111165,1.525,1.222224989,2.474216264
CaCl2,0.009010633,298,18.68166825,1.545,1.271415656,2.474216264
CaCl2,0.090106325,298,0.0980665,0.032,-1.008479324,2.474216264
CaCl2,0.090106325,298,2.0005566,0.5918,0.301150843,2.474216264
CaCl2,0.090106325,298,4.0011132,1.06,0.602180839,2.474216264
CaCl2,0.090106325,298,6.0016698,1.319,0.778272098,2.474216264
CaCl2,0.090106325,298,8.0022264,1.352,0.903210834,2.474216264
CaCl2,0.090106325,298,10.002783,1.394,1.000120847,2.474216264
CaCl2,0.090106325,298,13.34685065,1.44,1.125378801,2.474216264
CaCl2,0.090106325,298,15.34740725,1.47,1.186035017,2.474216264
CaCl2,0.090106325,298,16.68111165,1.492,1.222224989,2.474216264
CaCl2,0.090106325,298,18.68166825,1.514,1.271415656,2.474216264
CaCl2,0.135159488,298,0.0980665,0.032,-1.008479324,2.474216264
CaCl2,0.135159488,298,2.0005566,0.5825,0.301150843,2.474216264
CaCl2,0.135159488,298,4.0011132,1.013,0.602180839,2.474216264
CaCl2,0.135159488,298,6.0016698,1.3085,0.778272098,2.474216264
CaCl2,0.135159488,298,8.0022264,1.3485,0.903210834,2.474216264
CaCl2,0.135159488,298,10.002783,1.3905,1.000120847,2.474216264
CaCl2,0.135159488,298,13.34685065,1.413,1.125378801,2.474216264
CaCl2,0.135159488,298,15.34740725,1.454,1.186035017,2.474216264
CaCl2,0.135159488,298,16.68111165,1.492,1.222224989,2.474216264
CaCl2,0.135159488,298,18.68166825,1.497,1.271415656,2.474216264
CaCl2,0.009010633,333,0.0980665,0.013,-1.008479324,2.522444234
CaCl2,0.009010633,333,2.0005566,0.314,0.301150843,2.522444234
CaCl2,0.009010633,333,4.0011132,0.511,0.602180839,2.522444234
CaCl2,0.009010633,333,6.0016698,0.773,0.778272098,2.522444234
CaCl2,0.009010633,333,8.0022264,1.009,0.903210834,2.522444234
CaCl2,0.009010633,333,10.002783,1.039,1.000120847,2.522444234
CaCl2,0.009010633,333,13.34685065,1.13,1.125378801,2.522444234
CaCl2,0.009010633,333,15.34740725,1.171,1.186035017,2.522444234
CaCl2,0.009010633,333,16.68111165,1.2,1.222224989,2.522444234
CaCl2,0.009010633,333,18.68166825,1.218,1.271415656,2.522444234
CaCl2,0.090106325,333,0.0980665,0.013,-1.008479324,2.522444234
CaCl2,0.090106325,333,2.0005566,0.308,0.301150843,2.522444234
CaCl2,0.090106325,333,4.0011132,0.561,0.602180839,2.522444234
CaCl2,0.090106325,333,6.0016698,0.76,0.778272098,2.522444234
CaCl2,0.090106325,333,8.0022264,0.91,0.903210834,2.522444234
CaCl2,0.090106325,333,10.002783,1.113,1.000120847,2.522444234
CaCl2,0.090106325,333,13.34685065,1.12,1.125378801,2.522444234
CaCl2,0.090106325,333,15.34740725,1.148,1.186035017,2.522444234
CaCl2,0.090106325,333,16.68111165,1.168,1.222224989,2.522444234
CaCl2,0.090106325,333,18.68166825,1.211,1.271415656,2.522444234
CaCl2,0.135159488,333,0.0980665,0.013,-1.008479324,2.522444234
CaCl2,0.135159488,333,2.0005566,0.305,0.301150843,2.522444234
